Date,Close
1/10/2012 16:00:00,8.85
1/11/2012 16:00:00,9.2
1/12/2012 16:00:00,9.31
1/13/2012 16:00:00,9.03
1/17/2012 16:00:00,9.16
1/18/2012 16:00:00,9.38
1/19/2012 16:00:00,9.31
1/20/2012 16:00:00,9.27
1/23/2012 16:00:00,9.24
1/24/2012 16:00:00,9.16
1/25/2012 16:00:00,9.31
1/26/2012 16:00:00,9.28
1/27/2012 16:00:00,9.58
1/30/2012 16:00:00,9.38
1/31/2012 16:00:00,9.28
2/1/2012 16:00:00,9.45
2/2/2012 16:00:00,9.51
2/3/2012 16:00:00,9.72
2/6/2012 16:00:00,9.73
2/7/2012 16:00:00,9.84
2/8/2012 16:00:00,9.97
2/9/2012 16:00:00,10.34
2/10/2012 16:00:00,10.1
2/13/2012 16:00:00,10.04
2/14/2012 16:00:00,9.85
2/15/2012 16:00:00,9.86
2/16/2012 16:00:00,9.96
2/17/2012 16:00:00,10.08
2/21/2012 16:00:00,10.18
2/22/2012 16:00:00,10.07
2/23/2012 16:00:00,9.85
2/24/2012 16:00:00,9.74
2/27/2012 16:00:00,9.69
2/28/2012 16:00:00,9.75
2/29/2012 16:00:00,9.55
3/1/2012 16:00:00,9.57
3/2/2012 16:00:00,9.57
3/5/2012 16:00:00,9.48
3/6/2012 16:00:00,9.19
3/7/2012 16:00:00,9.19
3/8/2012 16:00:00,9.3
3/9/2012 16:00:00,9.41
3/12/2012 16:00:00,9.26
3/13/2012 16:00:00,9.46
3/14/2012 16:00:00,9.37
3/15/2012 16:00:00,9.42
3/16/2012 16:00:00,9.47
3/19/2012 16:00:00,9.47
3/20/2012 16:00:00,9.45
3/21/2012 16:00:00,9.33
3/22/2012 16:00:00,9.27
3/23/2012 16:00:00,9.37
3/26/2012 16:00:00,9.37
3/27/2012 16:00:00,9.39
3/28/2012 16:00:00,9.19
3/29/2012 16:00:00,9.16
3/30/2012 16:00:00,9.1
4/2/2012 16:00:00,9.14
4/3/2012 16:00:00,9.07
4/4/2012 16:00:00,8.85
4/5/2012 16:00:00,8.89
4/9/2012 16:00:00,8.8
4/10/2012 16:00:00,8.7
4/11/2012 16:00:00,8.87
4/12/2012 16:00:00,8.85
4/13/2012 16:00:00,8.71
4/16/2012 16:00:00,8.74
4/17/2012 16:00:00,8.87
4/18/2012 16:00:00,8.79
4/19/2012 16:00:00,8.7
4/20/2012 16:00:00,8.73
4/23/2012 16:00:00,8.45
4/24/2012 16:00:00,8.46
4/25/2012 16:00:00,8.55
4/26/2012 16:00:00,8.49
4/27/2012 16:00:00,8.58
4/30/2012 16:00:00,8.53
5/1/2012 16:00:00,8.64
5/2/2012 16:00:00,8.5
5/3/2012 16:00:00,8.29
5/4/2012 16:00:00,8.26
5/7/2012 16:00:00,8.19
5/8/2012 16:00:00,8.14
5/9/2012 16:00:00,8.04
5/10/2012 16:00:00,8.09
5/11/2012 16:00:00,8
5/14/2012 16:00:00,7.82
5/15/2012 16:00:00,7.6
5/16/2012 16:00:00,7.43
5/17/2012 16:00:00,7.27
5/18/2012 16:00:00,7.11
5/21/2012 16:00:00,7.13
5/22/2012 16:00:00,7.17
5/23/2012 16:00:00,7.15
5/24/2012 16:00:00,7.12
5/25/2012 16:00:00,7.04
5/29/2012 16:00:00,7.17
5/30/2012 16:00:00,7.12
5/31/2012 16:00:00,7.05
6/1/2012 16:00:00,6.86
6/4/2012 16:00:00,6.84
6/5/2012 16:00:00,6.92
6/6/2012 16:00:00,7.06
6/7/2012 16:00:00,7.07
6/8/2012 16:00:00,7.08
6/11/2012 16:00:00,6.93
6/12/2012 16:00:00,7.11
6/13/2012 16:00:00,7.08
6/14/2012 16:00:00,7.08
6/15/2012 16:00:00,7.25
6/18/2012 16:00:00,7.25
6/19/2012 16:00:00,7.38
6/20/2012 16:00:00,7.25
6/21/2012 16:00:00,7.1
6/22/2012 16:00:00,7.12
6/25/2012 16:00:00,6.98
6/26/2012 16:00:00,6.94
6/27/2012 16:00:00,7.05
6/28/2012 16:00:00,6.99
6/29/2012 16:00:00,7.22
7/2/2012 16:00:00,7.24
7/3/2012 16:00:00,7.36
7/5/2012 16:00:00,7.2
7/6/2012 16:00:00,7.11
7/9/2012 16:00:00,7.01
7/10/2012 16:00:00,6.93
7/11/2012 16:00:00,6.96
7/12/2012 16:00:00,6.95
7/13/2012 16:00:00,6.91
7/16/2012 16:00:00,6.86
7/17/2012 16:00:00,6.83
7/18/2012 16:00:00,6.72
7/19/2012 16:00:00,6.7
7/20/2012 16:00:00,6.56
7/23/2012 16:00:00,6.32
7/24/2012 16:00:00,6.21
7/25/2012 16:00:00,6.17
7/26/2012 16:00:00,6.28
7/27/2012 16:00:00,6.38
7/30/2012 16:00:00,6.23
7/31/2012 16:00:00,6.31
8/1/2012 16:00:00,6.3
8/2/2012 16:00:00,6.27
8/3/2012 16:00:00,6.44
8/6/2012 16:00:00,6.62
8/7/2012 16:00:00,6.78
8/8/2012 16:00:00,6.82
8/9/2012 16:00:00,6.82
8/10/2012 16:00:00,6.79
8/13/2012 16:00:00,6.73
8/14/2012 16:00:00,6.76
8/15/2012 16:00:00,6.7
8/16/2012 16:00:00,6.89
8/17/2012 16:00:00,6.91
8/20/2012 16:00:00,6.95
8/21/2012 16:00:00,7.03
8/22/2012 16:00:00,7.02
8/23/2012 16:00:00,6.97
8/24/2012 16:00:00,7
